AYUNTAMIENTOS
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7547,7392,0,7392,97.9462,6115,81.0255,4.0413,1276,3634952,2466358,2465153,67.8180

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,NA,CPP,PSI,MORENA,PES,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,C_PRI_NA,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_CPP_PSI,C_PRD_MC_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_CPP_PSI,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_CPP_PSI,C_MC_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_CPP,C_PRD_PSI,C_MC_CPP,C_MC_PSI,C_CPP_PSI,C_NA_CPP,C_PV_CPP_PSI,C_PV_CPP,C_PV_PSI,CAND_IND_1,CAND_IND_2,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'211887E0201,211887E020102,21,PUEBLA,150,SANTIAGO MIAHUATLAN,1887,02,E,01,2,2,232,508,10,518,20,101,6,25,45,2,2,0,7,262,1,11,13,0,0,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,0,22,518,518,730,10,,1,F,faa5a7379fedcad98ba18847cc50874d622b27735f4c214de6068c22729bb70a,2018-07-02 06:08:00,2018-07-02 06:44:07,2018-07-02 06:44:47,CATD,Escaner,ACTA PREP
'211887E0202,211887E020202,21,PUEBLA,150,SANTIAGO MIAHUATLAN,1887,02,E,02,2,2,242,500,9,0,27,91,6,43,60,7,1,3,0,15,5,7,8,0,3,,,,,,,,,,,,,,,,,,,0,,,,48,,,,,,,,,,,0,25,509,349,730,9,,1,F,0a4e7ff4fb187896ff7c072987cdb82378d750559ccca933fc3ec249259f1512,2018-07-02 06:20:00,2018-07-02 07:10:13,2018-07-02 07:57:58,CATD,Escaner,ACTA PREP
'211888B0100,211888B010002,21,PUEBLA,151,SANTO TOMAS HUEYOTLIPAN,1888,01,B,00,1,2,161,541,4,545,111,23,1,7,,2,150,43,45,141,2,1,1,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,17,545,545,686,4,,1,F,1a38b078ae733bb788bddc003b016aa2e71674fa8b2e30b834aab937e1ec8e61,2018-07-02 04:30:00,2018-07-02 04:36:09,2018-07-02 04:38:11,CATD,Escaner,ACTA PREP
'211888C0100,211888C010002,21,PUEBLA,151,SANTO TOMAS HUEYOTLIPAN,1888,01,C,00,1,2,220,477,8,485,116,29,2,9,,2,115,45,32,112,3,2,0,3,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,12,485,485,685,8,,1,F,356dc288c598e5a1e9d31fec41653123ea756a96f61d159599aa9937941a1dcf,2018-07-02 04:36:00,2018-07-02 04:56:35,2018-07-02 04:58:42,CATD,Escaner,ACTA PREP
'211888C0200,211888C020002,21,PUEBLA,151,SANTO TOMAS HUEYOTLIPAN,1888,02,C,00,1,2,187,7,518,518,110,35,1,4,,0,127,49,31,146,0,4,1,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,8,518,518,685,518,,1,F,ef85077910d9c177df2228eb915c0ce3cbe524fe319194cc17118912d6d2f4d7,2018-07-02 04:39:00,2018-07-02 05:16:15,2018-07-02 05:19:04,CATD,Escaner,ACTA PREP
'211889B0100,211889B010002,21,PUEBLA,151,SANTO TOMAS HUEYOTLIPAN,1889,01,B,00,2,2,503,1,504,504,96,13,1,9,,1,95,63,45,164,2,2,2,0,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,9,0,504,673,504,,1,F,6f8ae0a6bb02850c0ff4cda7c7b21e0c764095f3f9873c821c3dbbc72db9118c,2018-07-02 04:46:00,2018-07-02 05:19:37,2018-07-02 05:23:37,CATD,Escaner,ACTA PREP
'211889C0100,211889C010002,21,PUEBLA,151,SANTO TOMAS HUEYOTLIPAN,1889,01,C,00,2,2,183,508,3,511,119,11,1,12,,2,88,58,35,161,3,1,3,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,16,511,511,673,3,,1,F,7917211e229199731d3cc6cbe8f1f1fe6fa46c048b38bc4c10a4ef62f6ef21ec,2018-07-02 07:41:00,2018-07-02 07:52:07,2018-07-02 07:52:53,CATD,Escaner,ACTA PREP
'211889C0200,211889C020002,21,PUEBLA,151,SANTO TOMAS HUEYOTLIPAN,1889,02,C,00,2,2,176,513,2,515,128,29,0,5,,2,91,74,29,138,3,3,0,0,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,8,515,515,672,2,,1,F,dcc03bd0ced19d0d8033a8d72455e7542929ae931a59b396d7f0c6cbd17d6cb2,2018-07-02 07:46:00,2018-07-02 08:06:59,2018-07-02 08:08:02,CATD,Escaner,ACTA PREP
'211890B0100,211890B010002,21,PUEBLA,151,SANTO TOMAS HUEYOTLIPAN,1890,01,B,00,2,2,0,507,0,507,18,7,2,3,,1,17,315,17,101,2,1,1,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,22,507,507,686,0,,1,F,a02fa6d5344174d2fdc200658f4a7ebd185fed58620bbdaec76719c36329f705,2018-07-02 08:55:00,2018-07-02 09:00:46,2018-07-02 09:04:08,CATD,Escaner,ACTA PREP
'211890C0100,211890C010002,21,PUEBLA,151,SANTO TOMAS HUEYOTLIPAN,1890,01,C,00,2,2,183,522,0,522,19,16,0,5,,1,30,330,18,75,0,3,2,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,20,705,520,685,0,,1,F,13139d68648f0835eea203eb012a636998b6ace0e9489a70267b559302fd5dd6,2018-07-02 09:05:00,2018-07-02 09:17:09,2018-07-02 09:18:03,CATD,Escaner,ACTA PREP
'211890C0200,211890C020002,21,PUEBLA,151,SANTO TOMAS HUEYOTLIPAN,1890,02,C,00,2,2,186,517,1,518,22,12,0,5,,1,37,306,33,79,1,1,0,0,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,19,518,518,685,1,,1,F,50f3a407117458bdab68d071e5f8791517df8364f0e4fe3028db3d50fce73a86,2018-07-02 09:11:00,2018-07-02 09:33:42,2018-07-02 09:34:47,CATD,Escaner,ACTA PREP
'211891B0100,211891B010002,21,PUEBLA,152,SOLTEPEC,1891,01,B,00,1,2,127,260,11,271,24,24,14,7,68,8,27,16,29,32,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,271,252,378,11,,1,F,33dd6f43c55195e7d0500393011dc9171d1eea0c8862925b83b3cdacc0833997,2018-07-02 01:39:00,2018-07-02 02:31:56,2018-07-02 02:33:32,CATD,Escaner,ACTA PREP
'211891C0100,211891C010002,21,PUEBLA,152,SOLTEPEC,1891,01,C,00,1,2,114,274,9,283,31,12,9,5,76,6,13,31,37,43,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,283,283,377,9,,1,F,5cb09593b55a4f5f82c30969ad13e76504c8f210b663bf192122d285cb07939d,2018-07-02 01:40:00,2018-07-02 01:46:25,2018-07-02 01:48:03,CATD,Escaner,ACTA PREP
'211892B0100,211892B010002,21,PUEBLA,152,SOLTEPEC,1892,01,B,00,2,2,175,435,1,436,41,48,41,4,68,13,29,17,104,43,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,436,436,591,1,,1,F,af20699428e9e8ac7cdb8d83a70044bf4b62a05347bfff8a45a6b27853def71a,2018-07-02 05:26:00,2018-07-02 05:34:37,2018-07-02 05:39:09,CATD,Escaner,ACTA PREP
'211892C0100,211892C010002,21,PUEBLA,152,SOLTEPEC,1892,01,C,00,2,2,188,420,2,422,27,34,40,8,95,10,30,27,96,32,1,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,422,422,590,2,,1,F,81ae64201b58bb21a2281ea7f3e41702c52b635950df5740953bf7b209b8d4ca,2018-07-02 05:31:00,2018-07-02 05:54:35,2018-07-02 05:57:56,CATD,Escaner,ACTA PREP
'211892C0200,211892C020002,21,PUEBLA,152,SOLTEPEC,1892,02,C,00,2,2,176,431,3,434,33,31,33,11,92,10,41,28,98,40,2,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,434,434,590,3,,1,F,54a176c58f4e61f98e8cde2ffbd169de4fa8c519281b08765933d1d7f7d03c89,2018-07-02 05:41:00,2018-07-02 06:23:00,2018-07-02 06:26:42,CATD,Escaner,ACTA PREP
'211892C0300,211892C030002,21,PUEBLA,152,SOLTEPEC,1892,03,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,Sin Acta,0,,,,,,,,
'211893B0100,211893B010002,21,PUEBLA,152,SOLTEPEC,1893,01,B,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,,Sin Acta,0,,,,,,,,
'211893C0100,211893C010002,21,PUEBLA,152,SOLTEPEC,1893,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,,Sin Acta,0,,,,,,,,
'211894B0100,211894B010002,21,PUEBLA,152,SOLTEPEC,1894,01,B,00,1,2,274,475,7,475,18,54,23,12,161,9,50,14,46,46,3,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,475,439,729,7,,1,F,1b8ef941f0adc493e94e61400b7774f47c382295c197aada6895f27a87d39f82,2018-07-02 06:15:00,2018-07-02 06:48:48,2018-07-02 06:49:47,CATD,Escaner,CC
'211894C0100,211894C010002,21,PUEBLA,152,SOLTEPEC,1894,01,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,,Sin Acta,0,,,,,,,,
'211895B0100,211895B010002,21,PUEBLA,152,SOLTEPEC,1895,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,,Sin Acta,0,,,,,,,,
'211895C0100,211895C010002,21,PUEBLA,152,SOLTEPEC,1895,01,C,00,2,2,221,533,5,538,38,50,28,11,133,21,97,53,47,31,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,538,539,739,5,,1,F,3181fad58ca1a1e9c2cbe930bdb0ff5b3f3b62d23cfaf72f426385937ddf3b90,2018-07-02 05:02:00,2018-07-02 05:27:03,2018-07-02 05:31:20,CATD,Escaner,ACTA PREP
'211896B0100,211896B010002,21,PUEBLA,152,SOLTEPEC,1896,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,,Sin Acta,0,,,,,,,,
'211896C0100,211896C010002,21,PUEBLA,152,SOLTEPEC,1896,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,,Sin Acta,0,,,,,,,,
'211896E0100,211896E010002,21,PUEBLA,152,SOLTEPEC,1896,01,E,00,2,2,172,293,12,305,10,15,37,14,89,15,54,15,4,23,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,305,305,457,12,,1,F,f9cbc6ea24263f351b944727049e71fde32997e5516edfa6233770acdfb25549,2018-07-02 04:40:00,2018-07-02 05:05:57,2018-07-02 05:07:50,CATD,Escaner,ACTA PREP
'211897B0100,211897B010002,21,PUEBLA,153,TECALI DE HERRERA,1897,01,B,00,2,2,153,503,9,512,149,109,5,20,9,7,30,1,1,149,5,2,2,0,5,,,,,,,,2,,,,,,,,,,0,1,,,0,,,,,,,,,,,,3,21,512,521,645,9,,1,F,bc582399ca3ee4c4c06f478c6ba85bb644510c18b6e1b1412ac50cbcaca3c645,2018-07-02 04:39:00,2018-07-02 05:00:25,2018-07-02 05:02:48,CATD,Escaner,ACTA PREP
'211897C0100,211897C010002,21,PUEBLA,153,TECALI DE HERRERA,1897,01,C,00,2,2,190,468,6,477,137,86,4,0,10,1,38,3,0,161,3,0,0,0,1,,,,,,,,1,,,,,,,,,,0,2,,,0,,,,,,,,,,,,0,27,474,474,644,6,,1,F,17ae76867f830770ed53b33f2c9c806642404173759bab44e219ecaf153af2ee,2018-07-02 03:38:00,2018-07-02 03:49:13,2018-07-02 03:50:54,CATD,Escaner,ACTA PREP
'211897E0100,211897E010002,21,PUEBLA,153,TECALI DE HERRERA,1897,01,E,00,2,2,139,391,6,397,104,85,12,17,1,2,7,2,1,138,2,7,4,0,0,,,,,,,,1,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,14,397,397,516,6,,1,F,b0a53c5f3f256182f454740cf6f1977d3f48c714a48c3f8ad3db91a969058c0d,2018-07-02 02:44:00,2018-07-02 02:50:21,2018-07-02 02:51:06,CATD,Escaner,ACTA PREP
'211897E0101,211897E010102,21,PUEBLA,153,TECALI DE HERRERA,1897,01,E,01,2,2,167,368,0,368,101,65,8,14,1,0,4,2,0,143,5,0,0,0,0,,,,,,,,0,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,25,368,368,515,0,,1,F,d208f542f09fddf9b8ca22148c392d5736ef3fb9ed914311351dec4ebf0a38b7,2018-07-02 03:49:00,2018-07-02 04:15:13,2018-07-02 04:17:58,CATD,Escaner,ACTA PREP
'211898B0100,211898B010002,21,PUEBLA,153,TECALI DE HERRERA,1898,01,B,00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,0,0,0,658,0,Todos los campos ilegibles,0,F,73fb6b3c606cd21668ee8cd9772628b53aaaae61c4d1cc12cd7d6cc494b03408,2018-07-02 04:07:00,2018-07-02 04:38:54,2018-07-02 04:42:24,CATD,Escaner,ACTA PREP
'211898C0100,211898C010002,21,PUEBLA,153,TECALI DE HERRERA,1898,01,C,00,2,2,199,469,9,478,174,78,4,9,4,6,15,1,2,147,2,6,2,0,1,,,,,,,,5,,,,,,,,,,1,3,,,0,,,,,,,,,,,,0,18,478,478,658,9,,1,F,d084155ed2f11ecc12b841b6046f6bb27d75c6fd1d3776a8e2f354d7f1bba5da,2018-07-02 04:06:00,2018-07-02 04:34:52,2018-07-02 04:36:45,CATD,Escaner,ACTA PREP
'211898C0200,211898C020002,21,PUEBLA,153,TECALI DE HERRERA,1898,02,C,00,2,2,,,,,187,107,1,14,4,11,35,1,0,129,4,5,3,0,1,,,,,,,,1,,,,,,,,,,1,4,,,0,,,,,,,,,,,,20,0,,528,658,,,1,F,fba7dbcf31cde7e30820ad8c8ea2c8762b6063ac7b8039c6508bd95ab6dd0bd1,2018-07-02 03:49:00,2018-07-02 05:25:39,2018-07-02 05:28:46,CATD,Escaner,ACTA PREP
'211898C0300,211898C030002,21,PUEBLA,153,TECALI DE HERRERA,1898,03,C,00,2,2,158,514,7,521,185,118,2,9,6,12,20,0,0,131,1,3,3,0,1,,,,,,,,5,,,,,,,,,,1,1,,,0,,,,,,,,,,,,0,21,521,519,657,7,,1,F,cd6e8edd66cb0e23e19fcab93d7b9d3470a15591d5ea912e0bf4a88d6df2b9c8,2018-07-02 04:09:00,2018-07-02 04:54:29,2018-07-02 04:57:09,CATD,Escaner,ACTA PREP
'211899B0100,211899B010002,21,PUEBLA,153,TECALI DE HERRERA,1899,01,B,00,1,2,115,357,0,,107,46,4,7,3,5,14,0,1,137,3,4,3,0,2,,,,,,,,4,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,19,359,359,454,0,,1,F,3943c22d683fc9661fda1c584b2c10d7dee5f24752aadd5edc0d8b6efd7fe35b,2018-07-02 03:00:00,2018-07-02 05:21:41,2018-07-02 05:27:15,CATD,Escaner,ACTA PREP
'211899C0100,211899C010002,21,PUEBLA,153,TECALI DE HERRERA,1899,01,C,00,1,2,111,358,4,362,129,42,1,5,8,8,16,2,2,119,3,2,0,0,1,,,,,,,,1,,,,,,,,,,0,1,,,0,,,,,,,,,,,,0,22,362,362,453,4,,1,F,8f94cd203829da0dea4befd6491f65ef4282e7eac377a5cce1438fb703757c79,2018-07-02 03:07:00,2018-07-02 03:18:19,2018-07-02 03:20:22,CATD,Escaner,ACTA PREP
'211900B0100,211900B010002,21,PUEBLA,153,TECALI DE HERRERA,1900,01,B,00,2,2,162,421,4,425,119,55,6,15,0,3,34,0,0,170,2,3,3,0,2,,,,,,,,1,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,12,425,425,567,4,,1,F,224ff074d56169065ae594cea4e28157e8c881905ecdfb7719a9c616064d2468,2018-07-02 02:08:00,2018-07-02 02:13:57,2018-07-02 02:14:36,CATD,Escaner,ACTA PREP
'211900C0100,211900C010002,21,PUEBLA,153,TECALI DE HERRERA,1900,01,C,00,2,2,182,402,3,,121,36,2,0,1,7,0,0,0,0,4,3,2,1,1,,,,,,,,3,,,,,,,,,,1,1,,,0,,,,,,,,,,,,0,15,405,198,566,3,,1,F,cede7c408a779bf5fe418aab047664622e7a3bf0846eaf75c3262f5a6ce66633,2018-07-02 02:10:00,2018-07-02 05:23:31,2018-07-02 06:31:12,CATD,Escaner,ACTA PREP
'211901B0100,211901B010002,21,PUEBLA,153,TECALI DE HERRERA,1901,01,B,00,2,2,193,456,1,457,96,81,11,10,2,13,19,0,1,185,5,7,4,1,6,,,,,,,,0,,,,,,,,,,0,2,,,1,,,,,,,,,,,,0,13,457,457,630,1,,1,F,6509f7400ef20d3dd818d3f892caad5040fe8baf497c0b3f8eed127ff0b95dc3,2018-07-02 02:13:00,2018-07-02 02:28:34,2018-07-02 02:46:13,CATD,Escaner,ACTA PREP
'211901C0100,211901C010002,21,PUEBLA,153,TECALI DE HERRERA,1901,01,C,00,2,2,205,444,1,445,73,76,4,20,5,7,24,3,2,183,5,6,5,1,2,,,,,,,,3,,,,,,,,,,0,1,,,0,,,,,,,,,,,,0,25,445,445,630,1,,1,F,b41fa2c9eb5f2517ba36f934afe815ca5d9ad5b0945c85f597c5e302c9f87f92,2018-07-02 00:37:00,2018-07-02 00:47:12,2018-07-02 00:48:57,CATD,Escaner,ACTA PREP
'211901C0200,211901C020002,21,PUEBLA,153,TECALI DE HERRERA,1901,02,C,00,2,2,212,433,4,437,91,78,5,20,4,24,24,1,1,165,4,13,2,1,2,,,,,,,,4,,,,,,,,,,1,4,,,0,,,,,,,,,,,,0,12,437,456,629,4,,1,F,6d9a4384ea5ef415ee3921a87e4eb2a2f7479d37283dc8a7fc2c677437010195,2018-07-02 01:50:00,2018-07-02 02:12:00,2018-07-02 02:13:14,CATD,Escaner,ACTA PREP
'211902B0100,211902B010002,21,PUEBLA,153,TECALI DE HERRERA,1902,01,B,00,2,2,198,431,7,438,69,123,5,16,6,5,20,0,1,170,6,2,3,0,4,,,,,,,,0,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,7,438,438,616,7,,1,F,369407532efca63352c75051f9c7cd7dc7504f898b0ee588e83ce29f4bb4b7b9,2018-07-02 03:12:00,2018-07-02 03:37:34,2018-07-02 03:38:56,CATD,Escaner,ACTA PREP
'211902C0100,211902C010002,21,PUEBLA,153,TECALI DE HERRERA,1902,01,C,00,2,2,191,441,4,445,70,132,10,24,4,5,16,1,1,150,4,5,3,0,3,,,,,,,,0,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,16,445,445,616,4,,1,F,d215c60ebceadbe4a14a3534a3fb46aa536f26f6369e6c0c29bd0a39d2d7db2e,2018-07-02 03:10:00,2018-07-02 03:23:49,2018-07-02 03:24:20,CATD,Escaner,ACTA PREP
'211903B0100,211903B010002,21,PUEBLA,153,TECALI DE HERRERA,1903,01,B,00,2,2,147,476,8,483,100,54,8,27,11,2,27,4,1,207,8,5,3,0,1,,,,,,,,2,,,,,,,,,,2,2,,,0,,,,,,,,,,,,0,19,484,483,610,8,,1,F,81ae1dcf6ae709b75f130a9cbb4f1b6e64be103956c1c56782af46ae3a36ed31,2018-07-02 02:50:00,2018-07-02 02:53:18,2018-07-02 02:54:09,CATD,Escaner,ACTA PREP
'211903C0100,211903C010002,21,PUEBLA,153,TECALI DE HERRERA,1903,01,C,00,2,2,162,459,9,468,84,61,10,24,8,6,17,7,2,213,5,6,4,0,2,,,,,,,,2,,,,,,,,,,2,1,,,0,,,,,,,,,,,,0,14,468,468,610,9,,1,F,b908ce83d467e3a0b55f6992df7e2a3a39a10ae39b38c5e221f126088ee42ff7,2018-07-02 03:00:00,2018-07-02 03:05:18,2018-07-02 03:05:35,CATD,Escaner,ACTA PREP
'211903C0200,211903C020002,21,PUEBLA,153,TECALI DE HERRERA,1903,02,C,00,2,2,161,472,8,468,82,63,6,22,11,7,34,0,3,197,7,16,0,0,0,,,,,,,,5,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,15,480,468,609,8,,1,F,16a96a0c549e9a738fde78f165466aaf988c7d2572cc717b430595fa89f4fb65,2018-07-02 02:56:00,2018-07-02 03:06:39,2018-07-02 03:06:54,CATD,Escaner,ACTA PREP
'211904B0100,211904B010002,21,PUEBLA,153,TECALI DE HERRERA,1904,01,B,00,1,2,204,432,14,446,80,81,8,8,4,1,12,1,0,220,4,7,3,2,1,,,,,,,,0,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,12,446,445,630,14,,1,F,c7aced1b6bd67560d2c5acf4cc5127902a60e7823ad779ea7e7d7fda736b5b54,2018-07-02 03:18:00,2018-07-02 04:02:45,2018-07-02 04:04:19,CATD,Escaner,ACTA PREP
'211904C0100,211904C010002,21,PUEBLA,153,TECALI DE HERRERA,1904,01,C,00,1,2,189,450,11,0,75,77,8,13,2,1,9,0,1,242,0,11,3,0,3,,,,,,,,0,,,,,,,,,,0,1,,,0,,,,,,,,,,,,0,13,461,459,630,11,,1,F,a0d3b631a83a689335920332da9cead2ad7f79e3ccc58b8fd4a61c588ebfbf15,2018-07-02 03:26:00,2018-07-02 03:40:36,2018-07-02 03:41:30,CATD,Escaner,ACTA PREP
'211905B0100,211905B010002,21,PUEBLA,153,TECALI DE HERRERA,1905,01,B,00,1,2,206,427,8,436,76,78,9,12,13,3,10,0,0,202,4,11,0,0,1,,,,,,,,1,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,13,435,434,622,8,,1,F,4a083f0eda237b4a3f5c5b57b557cf2be720df8f94cafc0873eef35fe3f0453f,2018-07-02 03:40:00,2018-07-02 04:00:04,2018-07-02 04:02:00,CATD,Escaner,ACTA PREP
'211905C0100,211905C010002,21,PUEBLA,153,TECALI DE HERRERA,1905,01,C,00,1,2,201,441,7,441,96,86,7,17,3,4,7,0,0,188,4,10,0,0,2,,,,,,,,2,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,15,448,441,622,7,,1,F,6b2a84526cb6d952f10b2036ee22955a6e7aed73f94e26a366032c29d86fc5cc,2018-07-02 03:46:00,2018-07-02 04:34:47,2018-07-02 04:36:21,CATD,Escaner,ACTA PREP
'211905C0200,211905C020002,21,PUEBLA,153,TECALI DE HERRERA,1905,02,C,00,1,2,208,428,6,434,79,91,8,14,7,4,15,0,1,183,2,7,2,1,1,,,,,,,,1,,,,,,,,,,0,1,,,0,,,,,,,,,,,,0,17,434,434,622,6,,1,F,805d77ae9400466260a77bcf3b23b441876a01597900b50e572f98c4322d3777,2018-07-02 03:20:00,2018-07-02 05:13:37,2018-07-02 05:18:33,CATD,Escaner,ACTA PREP
'211906B0100,211906B010002,21,PUEBLA,154,TECAMACHALCO,1906,01,B,00,2,2,277,430,11,441,109,42,14,3,14,14,3,43,40,126,1,0,1,0,0,,,,,,,,,,,,,,,,,,10,,,,,,,3,,,,,,,3,,0,15,441,441,697,11,,1,F,a3f0353d669d37d8fb906c0315e0d27ca20018885df89deb9c9da301872c5761,2018-07-02 03:05:00,2018-07-02 03:16:55,2018-07-02 03:18:56,CATD,Escaner,ACTA PREP
'211906C0100,211906C010002,21,PUEBLA,154,TECAMACHALCO,1906,01,C,00,2,2,265,448,6,454,121,31,10,11,19,10,4,40,40,113,7,5,1,2,0,,,,,,,,,,,,,,,,,,10,,,,,,,1,,,,,,,8,,0,21,454,454,697,6,,1,F,6d3257b68c9b832e618bec7e3c5305294b8e5841383f52ba0bef0b2ca3c46bdc,2018-07-02 03:06:00,2018-07-02 03:16:17,2018-07-02 03:18:29,CATD,Escaner,ACTA PREP
'211906C0200,211906C020002,21,PUEBLA,154,TECAMACHALCO,1906,02,C,00,2,2,272,439,6,0,109,40,17,10,17,20,1,46,42,109,3,4,1,0,3,,,,,,,,,,,,,,,,,,3,,,,,,,0,,,,,,,3,,0,17,445,445,696,6,,1,F,36171e4fe4e44cc8bf49d461433b30395866bfdfcef80af079a73e37d136efb8,2018-07-02 04:05:00,2018-07-02 04:24:58,2018-07-02 04:26:15,CATD,Escaner,ACTA PREP
'211906C0300,211906C030002,21,PUEBLA,154,TECAMACHALCO,1906,03,C,00,2,2,239,472,7,479,112,27,19,9,13,10,3,40,69,135,4,4,2,0,2,,,,,,,,,,,,,,,,,,5,,,,,,,1,,,,,,,9,,0,15,479,479,696,7,,1,F,8dc035be7ee34b8e10cbf3662327423b0eaca5128dc258e1c54c538277dfc0ed,2018-07-02 02:00:00,2018-07-02 02:10:40,2018-07-02 02:11:11,CATD,Escaner,ACTA PREP
'211906C0400,211906C040002,21,PUEBLA,154,TECAMACHALCO,1906,04,C,00,2,2,255,459,3,462,119,49,11,9,21,8,2,40,43,109,4,12,0,0,0,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,5,,0,24,462,460,696,3,,1,F,f82e74c5727d0dbdce270d554bc83456b02ac9bf8cdcb8eeaeffe47c38e0a093,2018-07-02 01:59:00,2018-07-02 02:10:28,2018-07-02 02:11:43,CATD,Escaner,ACTA PREP
